unique_id,date,title,genre,type,rating,price,average_reading_time
132932530198784,2022-05-04,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,67.92,41.49
132932530201184,2022-06-30,Sapiens,ScienceBook,Non-Fiction,5,68.53,36.82
132932530200080,2022-01-03,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,63.37,29.22
132932530200752,2022-01-08,Steve Jobs,BiographyBook,Non-Fiction,2,59.55,43.86
132932530201232,2022-05-29,Malcolm X,BiographyBook,Non-Fiction,3,57.36,33.97
132932530195808,2022-05-17,Sapiens,ScienceBook,Non-Fiction,3,67.93,37.25
132932530200512,2022-03-07,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,69.6,34.88
132932530200320,2022-01-05,Malcolm X,BiographyBook,Non-Fiction,3,66.08,33.78
132932530200368,2022-01-12,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,60.49,43.04
132932530198736,2022-06-10,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,68.13,30.74
132932530201664,2022-02-28,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,63.87,33.72
132932530199840,2022-04-24,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,69.8,35.72
132932530199264,2022-01-24,The Selfish Gene,ScienceBook,Non-Fiction,1,57.87,24.0
132932530199216,2022-01-12,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,66.57,35.64
132932530200416,2022-05-08,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,60.61,48.48
132932530200272,2022-03-21,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,58.92,34.87
132932530199072,2022-05-23,Malcolm X,BiographyBook,Non-Fiction,2,62.95,39.24
132932530196576,2022-03-31,Steve Jobs,BiographyBook,Non-Fiction,4,62.9,42.12
132932530208672,2022-06-29,Steve Jobs,BiographyBook,Non-Fiction,1,65.29,25.58
132932530199744,,Sapiens,ScienceBook,Non-Fiction,3,66.14,31.39
132932530199024,2022-05-17,Malcolm X,BiographyBook,Non-Fiction,2,58.63,38.13
132932530208576,2022-02-12,Malcolm X,BiographyBook,Non-Fiction,2,62.02,
132932530206656,2022-04-08,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,63.78,45.14
132932530206752,2022-01-29,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,66.89,42.65
132932530200800,2022-04-11,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,68.95,31.94
132932530208528,2022-02-28,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,68.81,22.32
132932530206608,2022-01-11,Steve Jobs,BiographyBook,Non-Fiction,4,66.47,
132932530206272,2022-08-28,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,57.27,42.72
132932530198928,,Steve Jobs,BiographyBook,Non-Fiction,3,66.12,34.35
132932530206560,2022-07-07,Sapiens,ScienceBook,Non-Fiction,3,66.72,40.42
132932530206704,2022-01-27,Malcolm X,BiographyBook,Non-Fiction,3,65.95,35.17
132932530195472,2022-06-21,Steve Jobs,BiographyBook,Non-Fiction,5,63.3,34.92
132932530195184,2022-02-11,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,68.92,30.89
132932530195328,2022-02-01,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,63.93,39.11
132932530206416,2022-06-24,Steve Jobs,BiographyBook,Non-Fiction,2,64.73,38.05
132932530199312,2022-05-04,Malcolm X,BiographyBook,Non-Fiction,3,69.26,29.69
132932530196288,2022-01-16,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,69.21,36.72
132932530194080,2022-09-24,Steve Jobs,BiographyBook,Non-Fiction,1,66.32,41.16
132932530194272,2022-04-25,The Selfish Gene,ScienceBook,Non-Fiction,3,68.2,37.06
132932530193552,,Steve Jobs,BiographyBook,Non-Fiction,2,60.33,33.06
132932530194752,2022-02-16,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,69.1,33.86
132932530194944,2022-01-18,Steve Jobs,BiographyBook,Non-Fiction,3,67.96,34.98
132932530193600,2022-01-10,Malcolm X,BiographyBook,Non-Fiction,3,67.93,27.31
132932530195136,2022-03-06,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,62.83,25.43
132932530195280,2022-01-21,A Brief History of Time,ScienceBook,Non-Fiction,5,62.66,31.75
132932530195520,2022-08-09,Malcolm X,BiographyBook,Non-Fiction,4,66.35,39.76
132932530193792,2022-07-14,Sapiens,ScienceBook,Non-Fiction,,67.31,38.58
132932530193840,2022-02-09,Malcolm X,BiographyBook,Non-Fiction,4,69.55,28.06
132932530193888,2022-06-16,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,52.88,39.25
132932530193936,2022-08-04,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,68.22,43.12
132932530195616,2022-05-04,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,64.91,30.54
132932530195760,2022-05-06,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,63.74,31.81
132932530197392,2022-01-12,Steve Jobs,BiographyBook,Non-Fiction,2,66.84,
132932530196624,2022-03-17,Malcolm X,BiographyBook,Non-Fiction,5,61.93,25.02
132932530196672,2022-10-30,Malcolm X,BiographyBook,Non-Fiction,2,64.67,40.84
132932530196720,2022-01-04,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,66.66,40.97
132932530196768,2022-02-02,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,65.91,
132932530196816,2022-04-27,The Selfish Gene,ScienceBook,Non-Fiction,5,57.53,32.59
132932530196864,2022-06-11,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,54.98,31.19
132932530196912,2022-06-21,Gone Girl,MysteryBook,Fiction,,60.91,33.73
132932530196960,2022-05-20,Malcolm X,BiographyBook,Non-Fiction,4,68.73,36.7
132932530197008,2022-01-20,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,67.54,32.79
132932530197056,2022-07-26,Steve Jobs,BiographyBook,Non-Fiction,3,65.68,32.47
132932530197104,2022-05-13,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,59.41,35.09
132932530197152,2022-10-20,Steve Jobs,BiographyBook,Non-Fiction,2,63.14,
132932530197200,2022-01-10,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,63.6,47.07
132932530197248,2022-07-04,The Selfish Gene,ScienceBook,Non-Fiction,2,69.99,26.07
132932530197296,2022-01-25,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,56.4,30.36
132932530195664,2022-02-15,The Selfish Gene,ScienceBook,Non-Fiction,4,65.02,35.32
132932530195712,2022-02-10,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,64.26,26.61
132932530197440,2022-07-14,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,,24.55
132932530197536,2022-03-29,Steve Jobs,BiographyBook,Non-Fiction,2,65.06,42.69
132932530197968,2022-07-04,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,58.16,26.63
132932530197680,2022-01-25,Steve Jobs,BiographyBook,Non-Fiction,5,68.18,36.13
132932530197728,2022-01-27,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,69.38,46.32
132932530197776,2022-06-24,A Brief History of Time,ScienceBook,Non-Fiction,,67.03,44.87
132932530197824,2022-03-13,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,66.24,26.11
132932530197872,2022-04-22,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,67.73,26.94
132932530199504,2022-01-22,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,69.58,41.23
132932530199552,2022-01-21,The Selfish Gene,ScienceBook,Non-Fiction,3,67.82,45.82
132932530199600,2022-01-31,Malcolm X,BiographyBook,Non-Fiction,3,63.68,30.29
132932530199648,2022-01-26,Steve Jobs,BiographyBook,Non-Fiction,5,64.53,20.92
132932530200560,2022-02-27,Malcolm X,BiographyBook,Non-Fiction,4,69.92,38.81
132932530200608,2022-05-13,Malcolm X,BiographyBook,Non-Fiction,4,68.21,24.34
132932530200656,2022-02-23,Sapiens,ScienceBook,Non-Fiction,5,69.82,29.3
132932530200704,,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,66.91,35.85
132932530200464,2022-01-05,Malcolm X,BiographyBook,Non-Fiction,2,60.52,23.8
132932530203008,2022-02-05,Malcolm X,BiographyBook,Non-Fiction,5,57.7,30.5
132932530202576,2022-08-14,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,67.69,37.3
132932530202624,2022-02-07,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,62.38,
132932530202672,2022-02-09,Steve Jobs,BiographyBook,Non-Fiction,5,68.43,33.03
132932530201568,2022-03-25,Steve Jobs,BiographyBook,Non-Fiction,1,65.45,39.02
132932530204736,2022-04-12,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,,
132932530204208,2022-03-18,A Brief History of Time,ScienceBook,Non-Fiction,3,67.87,33.13
132932530204400,2022-04-16,Steve Jobs,BiographyBook,Non-Fiction,3,63.11,25.42
132932530204448,2022-03-19,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,60.47,42.05
132932530204496,2022-03-04,Sapiens,ScienceBook,Non-Fiction,3,63.71,35.2
132932530204544,2022-06-11,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,60.79,23.2
132932530204592,2022-01-07,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,69.71,27.87
132932530195376,2022-01-21,Malcolm X,BiographyBook,Non-Fiction,,68.19,27.71
132932530196000,2022-05-30,Sapiens,ScienceBook,Non-Fiction,2,,31.13
132932530198016,2022-02-02,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,67.48,42.4
132932530198208,2022-02-15,Steve Jobs,BiographyBook,Non-Fiction,3,68.08,39.04
132932530198256,2022-03-02,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,67.79,30.46
132932530202960,2022-05-02,Steve Jobs,BiographyBook,Non-Fiction,3,68.57,42.51
132932530202912,2022-06-01,A Brief History of Time,ScienceBook,Non-Fiction,3,68.0,32.35
132932530200032,2022-03-19,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,69.76,37.7
132932530199984,2022-03-17,Steve Jobs,BiographyBook,Non-Fiction,4,69.92,43.24
132932530199936,2022-05-10,Malcolm X,BiographyBook,Non-Fiction,3,56.01,38.75
132932530199888,2022-01-12,The Selfish Gene,ScienceBook,Non-Fiction,3,67.57,28.09
132932530200992,2022-01-24,Malcolm X,BiographyBook,Non-Fiction,3,61.78,41.87
132932530200944,2022-02-04,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,67.58,30.55
132932530200896,2022-06-11,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,61.61,31.33
132932530201328,2022-09-07,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,62.22,43.19
132932530201136,2022-02-28,The Diary of a Young Girl,BiographyBook,Non-Fiction,,68.9,38.77
132932530201088,2022-05-08,Murder on the Orient Express,MysteryBook,Fiction,3,66.92,40.77
132932530201040,2022-01-18,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,65.76,40.44
132932530200848,,Steve Jobs,BiographyBook,Non-Fiction,2,60.16,23.84
132932530201376,2022-03-05,Sapiens,ScienceBook,Non-Fiction,3,66.66,26.63
132932530196528,2022-10-23,The Da Vinci Code,MysteryBook,Fiction,3,59.84,43.38
132932530196480,2022-02-11,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,65.57,46.44
132932530196432,2022-08-12,Sapiens,ScienceBook,Non-Fiction,4,65.7,39.35
132932530196384,2022-06-09,Steve Jobs,BiographyBook,Non-Fiction,3,64.22,33.36
132932530196336,2022-03-05,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,69.02,47.59
132932530196240,2022-07-13,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,64.42,23.74
132932530204160,2022-06-14,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,57.43,28.88
132932530203824,,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,63.59,40.08
132932530204064,2022-02-11,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,60.47,42.08
132932530204016,2022-09-21,Sapiens,ScienceBook,Non-Fiction,3,65.23,48.6
132932530203968,2022-04-10,A Brief History of Time,ScienceBook,Non-Fiction,2,67.64,42.76
132932530203872,2022-02-26,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,62.68,
132932530203776,2022-02-27,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,68.95,46.22
132932530203680,2022-04-28,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,68.77,
132932530208720,2022-05-20,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,64.94,44.82
132932530208624,2022-06-13,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,63.97,42.64
132932530201856,2022-05-15,Steve Jobs,BiographyBook,Non-Fiction,3,66.94,36.84
132932530196144,2022-03-07,Malcolm X,BiographyBook,Non-Fiction,4,63.7,26.5
132932530199456,2022-04-23,Malcolm X,BiographyBook,Non-Fiction,3,69.88,39.89
132932530199408,2022-02-13,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,66.61,20.73
132932530199360,2022-01-01,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,,38.06
132932530199168,2022-04-06,Malcolm X,BiographyBook,Non-Fiction,3,69.65,28.17
132932530199696,2022-01-19,Malcolm X,BiographyBook,Non-Fiction,2,64.92,36.95
132932530198688,2022-01-17,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,69.51,30.19
132932530198592,2022-05-23,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,57.38,41.57
132932530193648,2022-10-09,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,57.04,27.18
132932530201712,2022-04-09,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,66.95,31.92
132932530206224,2022-04-02,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,67.17,33.04
132932530207424,2022-04-21,Sapiens,ScienceBook,Non-Fiction,3,69.67,21.55
132932530202864,2022-08-31,Malcolm X,BiographyBook,Non-Fiction,4,65.76,39.18
132932530202816,2022-03-15,The Diary of a Young Girl,BiographyBook,Non-Fiction,,68.41,40.84
132932530201520,2022-05-12,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,60.3,24.46
132932530198448,2022-08-28,Sapiens,ScienceBook,Non-Fiction,4,59.5,40.32
132932530195952,2022-02-26,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,67.88,41.14
132933434461824,2022-03-22,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,62.36,27.21
132933434465664,2022-01-31,Steve Jobs,BiographyBook,Non-Fiction,2,,43.67
132933434467968,2022-01-10,Malcolm X,BiographyBook,Non-Fiction,4,60.43,37.29
132933434467056,2022-03-26,Steve Jobs,BiographyBook,Non-Fiction,3,68.73,23.63
132933434458224,2022-04-09,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,63.82,39.46
132933434469264,2022-01-02,Steve Jobs,BiographyBook,Non-Fiction,2,64.24,31.93
132933434463648,2022-01-29,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,65.69,35.27
132933434461680,2022-03-26,Sapiens,ScienceBook,Non-Fiction,2,69.59,33.0
132933434467632,2022-04-06,The Selfish Gene,ScienceBook,Non-Fiction,3,69.87,28.61
132933434461776,2022-04-27,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,69.4,41.5
132933434466240,2022-02-08,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,66.5,47.67
132933434467440,2022-05-30,Sapiens,ScienceBook,Non-Fiction,3,68.81,28.71
132933434459232,2022-02-10,Steve Jobs,BiographyBook,Non-Fiction,4,62.79,26.89
132933434465856,2022-04-14,Steve Jobs,BiographyBook,Non-Fiction,2,66.63,35.91
132933434469216,2022-02-23,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,,47.02
132933434458656,2022-09-08,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,59.39,33.37
132933434460960,2022-02-06,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,68.38,31.81
132933434463504,2022-05-13,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,68.95,36.2
132933434470176,2022-01-25,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,58.63,33.28
132933434469648,2022-07-31,Steve Jobs,BiographyBook,Non-Fiction,4,66.07,28.34
132933434460288,2022-02-08,Steve Jobs,BiographyBook,Non-Fiction,1,64.16,40.96
132933434462208,2022-05-27,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,60.86,39.44
132933434467248,2022-05-29,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,57.9,32.14
132933434468832,2022-02-20,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,61.81,32.78
132933434469504,2022-02-17,Steve Jobs,BiographyBook,Non-Fiction,2,68.73,31.45
132933434462880,2022-03-10,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,67.54,
132933434468688,2022-06-10,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,68.52,25.74
132933434470032,2022-02-26,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,64.38,42.29
132933434469072,2022-07-21,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,58.99,31.6
132933434469024,2022-01-06,Steve Jobs,BiographyBook,Non-Fiction,1,63.36,37.8
132933434465616,2022-10-14,A Brief History of Time,ScienceBook,Non-Fiction,3,61.56,34.33
132933434461152,2022-01-30,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,63.74,
132933434469408,2022-05-01,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,68.37,29.41
132933434462784,2022-06-15,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,65.54,38.14
132933434469312,2022-06-16,Sapiens,ScienceBook,Non-Fiction,2,64.39,41.55
132933434461104,2022-05-09,A Brief History of Time,ScienceBook,Non-Fiction,4,66.04,37.66
132933434468976,2022-03-03,Malcolm X,BiographyBook,Non-Fiction,4,65.15,36.72
132933434458272,2022-02-10,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,62.13,44.67
132933434469360,2022-02-26,The Selfish Gene,ScienceBook,Non-Fiction,2,,44.13
132933434468064,2022-05-26,Malcolm X,BiographyBook,Non-Fiction,3,65.39,40.91
132933434469744,2022-02-28,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,69.31,43.39
132933434464800,2022-03-01,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,64.38,33.81
132933434467872,2022-01-11,The Selfish Gene,ScienceBook,Non-Fiction,5,68.76,21.41
132933434458560,2022-06-02,Sapiens,ScienceBook,Non-Fiction,3,66.08,40.72
132933434469168,2022-06-10,Sapiens,ScienceBook,Non-Fiction,4,69.35,47.14
132933434461200,2022-01-13,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,55.41,34.11
132933434463216,2022-01-12,Steve Jobs,BiographyBook,Non-Fiction,4,66.1,29.95
132933434468400,2022-01-03,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,66.09,21.02
132933434467584,2022-06-03,A Brief History of Time,ScienceBook,Non-Fiction,2,58.66,30.98
132933434467392,2022-03-29,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,69.94,21.97
132933434469792,2022-06-15,Steve Jobs,BiographyBook,Non-Fiction,4,66.98,26.81
132933434465136,2022-03-04,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,68.05,44.66
132933434466768,2022-01-20,Steve Jobs,BiographyBook,Non-Fiction,3,66.18,44.35
132933434460816,,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,68.12,25.13
132933434464608,2022-06-05,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,64.47,28.46
132933434465280,2022-04-07,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,68.71,32.06
132933434469984,2022-01-27,Malcolm X,BiographyBook,Non-Fiction,3,59.4,43.03
132933434459040,2022-01-21,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,65.54,38.9
132933434464464,2022-03-23,Malcolm X,BiographyBook,Non-Fiction,3,66.8,31.69
132933434469552,2022-01-18,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,,29.4
132933434463840,2022-05-12,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,56.08,34.19
132933434464656,2022-07-01,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,68.02,28.44
132933434463936,2022-06-22,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,68.72,41.22
132933434468256,2022-03-12,The Diary of a Young Girl,BiographyBook,Non-Fiction,,59.29,29.07
132933434471808,2022-02-21,Steve Jobs,BiographyBook,Non-Fiction,5,65.94,46.21
132933434471856,2022-04-01,The Selfish Gene,ScienceBook,Non-Fiction,3,58.8,26.43
132933434470080,2022-04-08,Malcolm X,BiographyBook,Non-Fiction,4,68.56,44.26
132933434467776,2022-05-23,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,58.55,42.73
132933434460048,2022-07-06,Steve Jobs,BiographyBook,Non-Fiction,2,66.35,40.89
132933434464992,2022-02-14,Malcolm X,BiographyBook,Non-Fiction,4,68.86,48.98
132933434461440,2022-01-08,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,67.54,42.25
132933434466384,2022-02-27,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,65.68,31.17
132933434462400,2022-04-22,Sapiens,ScienceBook,Non-Fiction,,60.01,27.71
132933434468208,2022-02-13,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,67.86,20.89
132933434462304,2022-07-09,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,60.94,33.7
132933434462352,2022-01-12,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,59.51,33.2
132933434471616,2022-05-02,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,63.52,37.14
132933434462160,2022-12-12,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,64.52,20.37
132933434462256,2022-02-13,Steve Jobs,BiographyBook,Non-Fiction,2,67.6,30.33
132933434461632,2022-03-16,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,65.94,33.31
132933434472048,2022-04-23,Steve Jobs,BiographyBook,Non-Fiction,1,64.9,43.53
132933434466192,2022-05-25,Malcolm X,BiographyBook,Non-Fiction,2,60.95,40.46
132933434467920,2022-03-31,Steve Jobs,BiographyBook,Non-Fiction,2,69.87,25.62
132933434465952,2022-04-04,Malcolm X,BiographyBook,Non-Fiction,3,67.94,32.06
132933434469120,2022-03-18,Steve Jobs,BiographyBook,Non-Fiction,4,67.11,31.71
132933434466624,2022-02-04,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,,48.0
132933434458320,2022-02-18,Malcolm X,BiographyBook,Non-Fiction,4,69.58,26.17
132933434466960,2022-03-06,Steve Jobs,BiographyBook,Non-Fiction,5,57.49,35.53
132933434468544,2022-05-23,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,69.52,46.77
132933434463984,2022-01-06,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,68.2,26.13
132933434466912,2022-03-24,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,69.57,40.69
132933434461248,2022-04-10,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,58.77,
132933434464848,2022-05-05,A Brief History of Time,ScienceBook,Non-Fiction,5,69.28,35.96
132933434466672,2022-01-23,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,67.34,48.47
132933434465088,2022-05-16,The Selfish Gene,ScienceBook,Non-Fiction,2,68.58,35.86
132933434464224,2022-03-18,Malcolm X,BiographyBook,Non-Fiction,3,69.81,33.94
132933434462112,2022-01-31,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,68.83,36.92
132933434461344,2022-05-19,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,62.93,41.64
132933434459520,2022-05-21,Sapiens,ScienceBook,Non-Fiction,3,67.08,37.17
132933434464896,2022-06-09,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,66.78,38.96
132933434462928,2022-01-16,Malcolm X,BiographyBook,Non-Fiction,3,64.1,20.36
132933434462976,2022-03-06,A Brief History of Time,ScienceBook,Non-Fiction,4,54.97,21.82
132933434462064,2022-01-22,Steve Jobs,BiographyBook,Non-Fiction,3,64.14,26.07
132933434465328,2022-06-05,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,65.33,32.59
132933434466336,2022-01-16,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,68.0,35.25
132933434465520,2022-02-10,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,55.96,31.9
132933434467152,,A Brief History of Time,ScienceBook,Non-Fiction,4,57.31,34.76
